title,genres,director_cast,average_rating,description,cover_url
冰雪奇缘,喜剧|动画|奇幻|歌舞,导演: 克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee   主演: 克里斯汀...,8.5,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151245053.jpg
奇迹男孩,剧情|儿童|家庭,导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg
千年女优,动画|剧情|爱情,导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg
战争之王,剧情|犯罪,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,8.7,暂无简介,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
谍影重重2,动作|悬疑|惊悚,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
蜘蛛侠：平行宇宙,动作|科幻|动画|冒险,导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey   主...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2535851348.jpg
攻壳机动队,动作|科幻|动画,导演: 押井守 Mamoru Oshii   主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio...,9.0,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2921045013.jpg
血钻,剧情|惊悚|冒险,导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
小姐,剧情|悬疑|情色|同性,导演: 朴赞郁 Chan-wook Park   主演: 金敏喜 Min-hee Kim / 金泰梨 Tae-ri K...,8.5,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2355555424.jpg
隐藏人物,剧情|传记|历史,导演: 特奥多尔·梅尔菲 Theodore Melfi   主演: 塔拉吉·P·汉森 Taraji P. ...,8.9,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2374067318.jpg
魂断蓝桥,剧情|爱情|战争,导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
血观音,剧情|悬疑,导演: 杨雅喆 Ya-che Yang   主演: 惠英红 Kara Wai Ying Hung / 吴可熙 Wu K...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505008756.jpg
房间,剧情|家庭,导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg
